Canal,Cadena,MEDIA ,ID ,Datos ,Categoria,Marca,Submarca,UPC,Descripcion,Jan-19
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,WAIST SHAPER,787639597032,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - L, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,WAIST SHAPER,787639597049,WAIST SHAPER SET XL BLACK-NUDE, - 
Departamentales,Sanborns,,202480,Inv U,Belleza,Microtouch,Microtouch,754502024865,Microtouch, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,CARESSE JEANS,830809005582,CARESSE BLUE, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Trucolor,Trucolor Sunglasses,830809005384,LENTES TRUCOLOR SUNGLASSES KIT TORTOISE, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,CARESSE JEANS,830809005612,Slin N' Lift Caresse Jeans (Vintage Blac, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE SUPER SIZE,830809002949,FLAVOR STONE SUPER SIZE, - 
Departamentales,Sanborns,,900591,Inv U,fitness,Urban Rebounder,Urban Rebounder,830809005971,Urban Rebounder, - 
Departamentales,Sanborns,,900416,Inv U,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, 204 
Departamentales,Sanborns,,0,Inv U,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Departamentales,Sanborns,,900638,Inv U,Belleza,Hot N´Straigh,Hot N´Straigh,830809006312,Hot N´Straigh, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Departamentales,Sanborns,,900584,Inv U,Hogar,H2O MOP,ACCESORIOS H2O X5,830809005834,ACCESORIOS H2O X5, 39 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,CARESSE JEANS,830809005629,CARESSE JEANS V.BLACK L/XL, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,CARESSE JEANS,830809005674,CARESSE JEANS V.RIP BLUE S/M, - 
Departamentales,Sanborns,,0,Inv U,cocina,FLAVOR STONE,FLAVOR STONE 3 PAN SET,830809004318,FLAVOR STONE 3 PAN SET, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,TAPA DE  VIDRIO FLAVOR STONE DE 24C,830809002659,TAPA DE  VIDRIO FLAVOR STONE DE 24C, - 
Departamentales,Sanborns,,0,Inv U,fitness,TAP OUT,TAP OUT,830809003533,TAP OUT 12 DISCOS , - 
Departamentales,Sanborns,,203890,Inv U,Belleza,FLAWLESS FINISHING TOUCH BLUSH,FLAWLESS FINISHING TOUCH BLUSH,754502038985,FLAWLESS FINISHING TOUCH BLUSH, 303 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007050,"SARTEN 20"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007043,"SARTEN 24"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007036,"SARTEN 28"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597308,Flavor Stone Grill (Rojo), - 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,H2O MOP,SET PAÑOS H20,787639597285,SET PAÑOS H20, 27 
Autoservicio / Clubes,Walmart ,,,Desp U,fitness,WONDER CORE,WONDER CORE,786471733844,WONDER CORE, 77 
Autoservicio / Clubes,Walmart ,,,Desp U,fitness,Urban Rebounder,Urban Rebounder,830809005971,Urban Rebounder, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE AZUL", - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL", - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL", - 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,RoboPal,RoboPal,830809005964,RoboPal, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR WAVE,0083080900124,FLAVOR WAVE, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,SWEVEL SWIPER,SWEVEL SWIPER,0083080900126,SWEVEL SWIPER, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,Sarten para Asar FlavorStone Pro Series,830809005704,Sarten para Asar FlavorStone Pro Series, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVORFRESH,FLAVORFRESH,830809003700,FLAVORFRESH VERDE, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Belleza,Trucolor,Trucolor Sunglasses,830809005384,LENTES TRUCOLOR SUNGLASSES KIT TORTOISE, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Belleza,Slim n' Lift,Aire bra,74158730439,Aire bra, 31 
Autoservicio / Clubes,Walmart ,,,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,4571112229185,Slim n' Lift Caresse Jeans Vintage Set 3 L-XL, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,4571112229178,Slim n' Lift Caresse Jeans Vintage Set 3 S-M, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Belleza,AB Command,AB Command,830809005421,AB Command iX2, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,H2O MOP,H20 Power X,830809005452,H20 Power X, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite, 54 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,H2O MOP,H2O™ HD,830809004776,H2O™ HD, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Electronica,Cross X2,Cross X2,830809005742,Cross X2 Azul, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Electronica,Cross X2,Cross X2,741587304432,Cross X2 Blancos, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Electronica,Cross X2,Cross X2,741587304418,Cross X2 Negro, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,Tobi,Tobi,0083080900098,PLANCHA TOBI STEAMER, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Autoservicio / Clubes,Walmart ,,,Desp U,Belleza,Flawless Lavander,Flawless Lavander,754502039166,Flawless Lavander, 110 
Autoservicio / Clubes,Walmart ,,,Desp U,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809007050,"SARTEN 20"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809007043,"SARTEN 24"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809007036,"SARTEN 28"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,787639597308,Flavor Stone Grill (Rojo), - 
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,H2O MOP,SET PAÑOS H20,787639597285,SET PAÑOS H20," 8,130 "
Autoservicio / Clubes,Walmart ,,,Desp $,fitness,WONDER CORE,WONDER CORE,786471733844,WONDER CORE," 116,118 "
Autoservicio / Clubes,Walmart ,,,Desp $,fitness,Urban Rebounder,Urban Rebounder,830809005971,Urban Rebounder, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE AZUL", - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL", - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL", - 
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,RoboPal,RoboPal,830809005964,RoboPal, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR WAVE,0083080900124,FLAVOR WAVE, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,SWEVEL SWIPER,SWEVEL SWIPER,0083080900126,SWEVEL SWIPER, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,Sarten para Asar FlavorStone Pro Series,830809005704,Sarten para Asar FlavorStone Pro Series, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVORFRESH,FLAVORFRESH,830809003700,FLAVORFRESH VERDE, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Belleza,Trucolor,Trucolor Sunglasses,830809005384,LENTES TRUCOLOR SUNGLASSES KIT TORTOISE, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Belleza,Slim n' Lift,Aire bra,74158730439,Aire bra," 3,596 "
Autoservicio / Clubes,Walmart ,,,Desp $,Belleza,Slim n' Lift,CARESSE JEANS,4571112229185,Slim n' Lift Caresse Jeans Vintage Set 3 L-XL, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Belleza,Slim n' Lift,CARESSE JEANS,4571112229178,Slim n' Lift Caresse Jeans Vintage Set 3 S-M, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Belleza,AB Command,AB Command,830809005421,AB Command iX2, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,H2O MOP,H20 Power X,830809005452,H20 Power X, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite," 65,140 "
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,H2O MOP,H2O™ HD,830809004776,H2O™ HD, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Electronica,Cross X2,Cross X2,830809005742,Cross X2 Azul, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Electronica,Cross X2,Cross X2,741587304432,Cross X2 Blancos, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Electronica,Cross X2,Cross X2,741587304418,Cross X2 Negro, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,Tobi,Tobi,0083080900098,PLANCHA TOBI STEAMER, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Autoservicio / Clubes,Walmart ,,,Desp $,Belleza,Flawless Lavander,Flawless Lavander,754502039166,Flawless Lavander," 35,219 "
Autoservicio / Clubes,Walmart ,,,Desp $,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007050,"SARTEN 20"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007043,"SARTEN 24"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007036,"SARTEN 28"" FLAVORSTONE ROJO", - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597308,Flavor Stone Grill (Rojo), - 
Autoservicio / Clubes,Walmart ,,,Inv U,Hogar,H2O MOP,SET PAÑOS H20,787639597285,SET PAÑOS H20," 1,391 "
Autoservicio / Clubes,Walmart ,,,Inv U,fitness,WONDER CORE,WONDER CORE,786471733844,WONDER CORE, 279 
Autoservicio / Clubes,Walmart ,,,Inv U,fitness,Urban Rebounder,Urban Rebounder,830809005971,Urban Rebounder, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE AZUL", 29 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL", 38 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL", 48 
Autoservicio / Clubes,Walmart ,,,Inv U,Hogar,RoboPal,RoboPal,830809005964,RoboPal, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,FLAVOR WAVE,0083080900124,FLAVOR WAVE, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Hogar,SWEVEL SWIPER,SWEVEL SWIPER,0083080900126,SWEVEL SWIPER, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, 9 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,Sarten para Asar FlavorStone Pro Series,830809005704,Sarten para Asar FlavorStone Pro Series, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVORFRESH,FLAVORFRESH,830809003700,FLAVORFRESH VERDE, - 
Autoservicio / Clubes,Walmart ,,,Inv U,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
